O*NET-SOC Code;Title;Example;Commodity Code;Commodity Title
17-2199.09;Nanosystems Engineers;Spin dryers;41104510;Drying cabinets or ovens
17-2199.09;Nanosystems Engineers;Spin rinse dryers;41104510;Drying cabinets or ovens
17-2199.09;Nanosystems Engineers;Sputter coaters;23211101;Semiconductor process systems
17-2199.09;Nanosystems Engineers;Surface charge analyzers;41113637;Voltage or current meters
17-2199.09;Nanosystems Engineers;Surface profilers;41114508;Surface testers
17-2199.09;Nanosystems Engineers;Temperature controllers;41112214;Cryogenic temperature controllers
17-2199.09;Nanosystems Engineers;Thermal evaporators;41104803;Laboratory evaporators
17-2199.09;Nanosystems Engineers;Transmission electron microscopes TEM;41111721;Transmission electron microscopes
17-2199.09;Nanosystems Engineers;Tunable lasers;41115307;Lasers
17-2199.09;Nanosystems Engineers;Ultramicrotomes;41102916;Microtomes
17-2199.09;Nanosystems Engineers;Ultrasonic cutters;23211101;Semiconductor process systems
17-2199.09;Nanosystems Engineers;Ultraviolet UV exposure units;41102410;Infrared dryers
17-2199.09;Nanosystems Engineers;Vacuum ovens;41104509;Vacuum ovens
17-2199.09;Nanosystems Engineers;Video microscopes;41111708;Video attachments for microscopes
17-2199.09;Nanosystems Engineers;Wafer bond aligners;23211101;Semiconductor process systems
17-2199.09;Nanosystems Engineers;Wafer bonding systems;23211101;Semiconductor process systems
17-2199.09;Nanosystems Engineers;Wafer saws;23211101;Semiconductor process systems
17-2199.09;Nanosystems Engineers;Wafer spinners;23211101;Semiconductor process systems
17-2199.09;Nanosystems Engineers;Wire bonders;23211101;Semiconductor process systems
17-2199.09;Nanosystems Engineers;X ray diffractometers;41102704;X ray diffraction equipment
17-2199.09;Nanosystems Engineers;X-ray photoelectron spectrometers;41115403;Spectrometers
17-2199.09;Nanosystems Engineers;Zeta potential analyzers;41102703;Light scattering equipment
17-2199.10;Wind Energy Engineers;Barometric pressure sensors;41114402;Barometers
17-2199.10;Wind Energy Engineers;Cup anemometers;41114401;Anemometers
17-2199.10;Wind Energy Engineers;Dataloggers;43211715;Portable data input terminals
17-2199.10;Wind Energy Engineers;Desktop computers;43211507;Desktop computers
17-2199.10;Wind Energy Engineers;Digital still cameras;45121504;Digital cameras
17-2199.10;Wind Energy Engineers;Digital video cameras;45121516;Digital camcorders or video cameras
17-2199.10;Wind Energy Engineers;Electronic temperature sensors;41112105;Temperature transmitters
17-2199.10;Wind Energy Engineers;Handheld global positioning system GPS units;52161518;Global positioning system GPS receiver
17-2199.10;Wind Energy Engineers;Laptop computers;43211503;Notebook computers
17-2199.10;Wind Energy Engineers;Light detection and ranging LIDAR systems;41115201;Radarbased surveillance systems
17-2199.10;Wind Energy Engineers;Mainframe computers;43211512;Mainframe computers
17-2199.10;Wind Energy Engineers;Portable meteorological stations;41114410;Weather stations
17-2199.10;Wind Energy Engineers;Propeller anemometers;41114401;Anemometers
17-2199.10;Wind Energy Engineers;Pyranometers;41114407;Solar radiation surface observing apparatus
17-2199.10;Wind Energy Engineers;Recording anemometers;41114401;Anemometers
17-2199.10;Wind Energy Engineers;Soil samplers;41113909;Soil core sampling apparatus
17-2199.10;Wind Energy Engineers;Sonic detection and ranging SODAR equipment;41114409;Wind surface observing apparatus
17-2199.10;Wind Energy Engineers;Wind vanes;41114409;Wind surface observing apparatus
17-2199.11;Solar Energy Systems Engineers;Abrasion testers;41114601;Abrasion testers
17-2199.11;Solar Energy Systems Engineers;Accelerated weathering machines;41104503;Ageing ovens
17-2199.11;Solar Energy Systems Engineers;Adhesion testers;41114614;Metal testing instruments
17-2199.11;Solar Energy Systems Engineers;Apparent power meters;41113708;Power meters
17-2199.11;Solar Energy Systems Engineers;Atomic absorption spectrometers;41115407;Atomic absorption AA spectrometers
17-2199.11;Solar Energy Systems Engineers;Auger electron spectrometers;41115403;Spectrometers
17-2199.11;Solar Energy Systems Engineers;Bench ovens;41104501;Laboratory mechanical convection ovens
17-2199.11;Solar Energy Systems Engineers;Chronopotentiometers;41113633;Potentiometers
17-2199.11;Solar Energy Systems Engineers;Compression testers;41114602;Compression testers
17-2199.11;Solar Energy Systems Engineers;Copy machines;44101501;Photocopiers
17-2199.11;Solar Energy Systems Engineers;Coulometers;41101803;Coulometers
17-2199.11;Solar Energy Systems Engineers;Creep testers;41114606;Creep testers
17-2199.11;Solar Energy Systems Engineers;Current versus voltage IV curve tracers;41111908;Graphic recorders
17-2199.11;Solar Energy Systems Engineers;Data loggers;43211715;Portable data input terminals
17-2199.11;Solar Energy Systems Engineers;Differential scanning calorimeters;41112201;Calorimeters
17-2199.11;Solar Energy Systems Engineers;Digital imaging microscopes;41111737;Videoscopes
17-2199.11;Solar Energy Systems Engineers;Digital pattern generators;41115320;Signal generators
17-2199.11;Solar Energy Systems Engineers;Digital resistance thermometers;41112211;Resistance thermometers
17-2199.11;Solar Energy Systems Engineers;Direct current DC power supplies;26101209;Brushless motor DC
17-2199.11;Solar Energy Systems Engineers;Electrometers;41113615;Electrometers
17-2199.11;Solar Energy Systems Engineers;Electron beam evaporators;41104803;Laboratory evaporators
17-2199.11;Solar Energy Systems Engineers;Electron energy loss spectrometers;41115403;Spectrometers
17-2199.11;Solar Energy Systems Engineers;Energy dispersive x-ray spectrometers EDS;41115403;Spectrometers
17-2199.11;Solar Energy Systems Engineers;Environmental chambers;41103410;Refrigerated and heated reach in environmental or growth chambers
17-2199.11;Solar Energy Systems Engineers;Fatigue testers;41114608;Fatigue testers
17-2199.11;Solar Energy Systems Engineers;Field emission scanning electron microscopes FESEM;41111720;Scanning electron microscopes
17-2199.11;Solar Energy Systems Engineers;Film extruders;23151503;Extruders
17-2199.11;Solar Energy Systems Engineers;Flexure testers;41114623;Flexure or transverse testing machines
17-2199.11;Solar Energy Systems Engineers;Flow coulometric detectors;41101803;Coulometers
17-2199.11;Solar Energy Systems Engineers;Fluorescence spectrophotometers;41115406;Spectrophotometers
17-2199.11;Solar Energy Systems Engineers;Focused ion beam FIB systems;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Fourier transform infrared FTIR spectrometers;41115408;Infrared spectrometers
17-2199.11;Solar Energy Systems Engineers;Goniometers;42182701;Goniometers
17-2199.11;Solar Energy Systems Engineers;Graphics tablets;43211712;Graphics tablets
17-2199.11;Solar Energy Systems Engineers;Hand calculators;44101807;Pocket calculator
17-2199.11;Solar Energy Systems Engineers;Hardness testers;41114611;Hardness testers
17-2199.11;Solar Energy Systems Engineers;High-precision balances;41111517;Analytical balances
17-2199.11;Solar Energy Systems Engineers;Hipot testers;20122403;Hipot testers
17-2199.11;Solar Energy Systems Engineers;Humidity ovens;41104501;Laboratory mechanical convection ovens
17-2199.11;Solar Energy Systems Engineers;Impact testers;41114612;Impact testers
17-2199.11;Solar Energy Systems Engineers;Inductance capacitance resistance LCR meters;41113604;Capacitance meters
17-2199.11;Solar Energy Systems Engineers;Inert atmosphere glove boxes;41103406;Isolation glove boxes
17-2199.11;Solar Energy Systems Engineers;Infrared cameras;41115321;Infrared imagers
17-2199.11;Solar Energy Systems Engineers;Ion beam assisted deposition IBAD systems;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Ion mills;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Irradiance detectors;41114407;Solar radiation surface observing apparatus
17-2199.11;Solar Energy Systems Engineers;Laboratory tube furnaces;41104603;Tube furnaces
17-2199.11;Solar Energy Systems Engineers;Laser facsimile machines;44101508;Laser fax machine
17-2199.11;Solar Energy Systems Engineers;Laser printers;43212105;Laser printers
17-2199.11;Solar Energy Systems Engineers;Lasers;41115307;Lasers
17-2199.11;Solar Energy Systems Engineers;Lifetime testers;41113706;Semiconductor testers
17-2199.11;Solar Energy Systems Engineers;Liquid chromatographs LC;41115705;Liquid chromatographs
17-2199.11;Solar Energy Systems Engineers;Load frames;41114613;Load frame
17-2199.11;Solar Energy Systems Engineers;Mask aligners;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Mass spectrometers;41115404;Mass spectrometers
17-2199.11;Solar Energy Systems Engineers;Mechanical shakers;41103811;Orbital shakers
17-2199.11;Solar Energy Systems Engineers;Meggers;41113628;Megohmmeters
17-2199.11;Solar Energy Systems Engineers;Micromanipulators;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Moisture analyzers;41112304;Moisture meters
17-2199.11;Solar Energy Systems Engineers;Optical compound microscopes;41111709;Binocular light compound microscopes
17-2199.11;Solar Energy Systems Engineers;Optical scanners;43211717;Optical character recognition systems
17-2199.11;Solar Energy Systems Engineers;Permeation testers;41113118;Multi gas monitors
17-2199.11;Solar Energy Systems Engineers;Personal computers;43211508;Personal computers
17-2199.11;Solar Energy Systems Engineers;pH meters;41115603;pH meters
17-2199.11;Solar Energy Systems Engineers;Phase angle meters;41115305;Electrical frequency meters
17-2199.11;Solar Energy Systems Engineers;Photoluminescence spectrometers;41115403;Spectrometers
17-2199.11;Solar Energy Systems Engineers;Photovoltaic array simulators;41113647;Frequency calibrator or simulator
17-2199.11;Solar Energy Systems Engineers;Picoammeters;41113601;Ammeters
17-2199.11;Solar Energy Systems Engineers;Plasma enhanced chemical vapor deposition PECVD systems;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Plotters;43212107;Plotter printers
17-2199.11;Solar Energy Systems Engineers;Polarographic analyzers;41115314;Polarimeters
17-2199.11;Solar Energy Systems Engineers;Potentiostats;41113633;Potentiometers
17-2199.11;Solar Energy Systems Engineers;Power quality meters;41113708;Power meters
17-2199.11;Solar Energy Systems Engineers;Pull testers;27113101;Fish tape
17-2199.11;Solar Energy Systems Engineers;Pyranometers;41114407;Solar radiation surface observing apparatus
17-2199.11;Solar Energy Systems Engineers;Raman spectrometers;41115403;Spectrometers
17-2199.11;Solar Energy Systems Engineers;Reactive power meters;41113708;Power meters
17-2199.11;Solar Energy Systems Engineers;Recording ammeters;41113601;Ammeters
17-2199.11;Solar Energy Systems Engineers;Reflectance spectrometers;41115403;Spectrometers
17-2199.11;Solar Energy Systems Engineers;Rheometers;41112502;Rheometers
17-2199.11;Solar Energy Systems Engineers;Scanning electron microscopes SEM;41111720;Scanning electron microscopes
17-2199.11;Solar Energy Systems Engineers;Scanning probe microscopes SPM;41111724;Scanning probe microscopes
17-2199.11;Solar Energy Systems Engineers;Shear testers;41114619;Shear strength testers
17-2199.11;Solar Energy Systems Engineers;Solar simulators;41104503;Ageing ovens
17-2199.11;Solar Energy Systems Engineers;Spectrocolorimeters;41115318;Colorimeters
17-2199.11;Solar Energy Systems Engineers;Spectrophotometers;41115406;Spectrophotometers
17-2199.11;Solar Energy Systems Engineers;Spectroscopic ellipsometers;41111623;Thickness measuring devices
17-2199.11;Solar Energy Systems Engineers;Spin coaters;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Sputtering systems;23211101;Semiconductor process systems
17-2199.11;Solar Energy Systems Engineers;Strain gauges;41111605;Strain gauges
17-2199.11;Solar Energy Systems Engineers;Surface profilometers;41114618;Roughness measuring instruments
17-2199.11;Solar Energy Systems Engineers;Tensile testers;41114621;Tension testers
17-2199.11;Solar Energy Systems Engineers;Thermal cyclers;41102421;Temperature cycling chambers or thermal cyclers
17-2199.11;Solar Energy Systems Engineers;Thermocouples;41112206;Thermocouples
17-2199.11;Solar Energy Systems Engineers;Thermogravimetric analyzers;41113010;Thermo gravimetry analyzers
17-2199.11;Solar Energy Systems Engineers;Thermopiles;41112206;Thermocouples
17-2199.11;Solar Energy Systems Engineers;Transmission electron microscopes TEM;41111721;Transmission electron microscopes
17-2199.11;Solar Energy Systems Engineers;Ultrasonic cleaners;42281712;Ultrasonic cleaning equipment
17-2199.11;Solar Energy Systems Engineers;Ultraviolet UV exposure units;41102410;Infrared dryers
17-2199.11;Solar Energy Systems Engineers;Vacuum evaporators;41104803;Laboratory evaporators
17-2199.11;Solar Energy Systems Engineers;Vacuum laminators;44102801;Laminators
17-2199.11;Solar Energy Systems Engineers;Vacuum ovens;41104509;Vacuum ovens
17-2199.11;Solar Energy Systems Engineers;Video cameras;45121515;Hand held camcorders or video cameras
17-2199.11;Solar Energy Systems Engineers;Voltmeters;41113637;Voltage or current meters
17-2199.11;Solar Energy Systems Engineers;X ray diffractometers;41102704;X ray diffraction equipment
17-2199.11;Solar Energy Systems Engineers;X-ray photoelectron spectrometers;41115403;Spectrometers
17-3011.01;Architectural Drafters;Architects' scales;44111807;Scales
17-3011.01;Architectural Drafters;Backlit digitizers;43211711;Scanners
17-3011.01;Architectural Drafters;Compasses;44111803;Compasses
17-3011.01;Architectural Drafters;Computer aided design CAD multi-unit display graphics cards;43201401;Graphics or video accelerator cards
17-3011.01;Architectural Drafters;Desktop computers;43211507;Desktop computers
17-3011.01;Architectural Drafters;Electronic scales;44111807;Scales
17-3011.01;Architectural Drafters;Estimating keypads;43211713;Touch pads
17-3011.01;Architectural Drafters;Flexible curves;44111805;Curves
17-3011.01;Architectural Drafters;French curves;44111805;Curves
17-3011.01;Architectural Drafters;Graphics tablets;43211509;Tablet computers
17-3011.01;Architectural Drafters;Handheld calculators;44101807;Pocket calculator
17-3011.01;Architectural Drafters;Large-format digitizers;43211711;Scanners
17-3011.01;Architectural Drafters;Plotters;43212107;Plotter printers
17-3011.01;Architectural Drafters;Pressure-sensitive graphic tablets;43211509;Tablet computers
17-3011.01;Architectural Drafters;Print servers;43201537;Print servers
17-3011.01;Architectural Drafters;Protractors;44111806;Protractors
17-3011.01;Architectural Drafters;Sonic digitizers;43211711;Scanners
17-3011.01;Architectural Drafters;T-squares;44111808;T squares
17-3011.01;Architectural Drafters;Three-dimensional laser digitizers;43211711;Scanners
17-3011.01;Architectural Drafters;Three-dimensional motion controllers;43211708;Computer mouse or trackballs
17-3011.01;Architectural Drafters;Three-dimensional stereoscopic projectors;45111609;Multimedia projectors
17-3011.01;Architectural Drafters;Triangles;44111810;Triangles
17-3011.01;Architectural Drafters;Wide-format document scanners;43211711;Scanners
17-3011.02;Civil Drafters;Architects' scales;44111807;Scales
17-3011.02;Civil Drafters;Backlit digitizers;43211711;Scanners
17-3011.02;Civil Drafters;Compasses;44111803;Compasses
17-3011.02;Civil Drafters;Computer aided design CAD multi-unit display graphics cards;43201401;Graphics or video accelerator cards
17-3011.02;Civil Drafters;Desktop computers;43211507;Desktop computers
17-3011.02;Civil Drafters;Electronic scales;44111807;Scales
17-3011.02;Civil Drafters;Estimating keypads;43211713;Touch pads
17-3011.02;Civil Drafters;Flexible curves;44111805;Curves
17-3011.02;Civil Drafters;French curves;44111805;Curves
17-3011.02;Civil Drafters;Graphics tablets;43211509;Tablet computers
17-3011.02;Civil Drafters;Handheld calculators;44101807;Pocket calculator
17-3011.02;Civil Drafters;Large-format digitizers;43211711;Scanners
17-3011.02;Civil Drafters;Notebook computers;43211503;Notebook computers
17-3011.02;Civil Drafters;Plotters;43212107;Plotter printers
17-3011.02;Civil Drafters;Print servers;43201537;Print servers
17-3011.02;Civil Drafters;Protractors;44111806;Protractors
17-3011.02;Civil Drafters;Sonic digitizers;43211711;Scanners
17-3011.02;Civil Drafters;T-squares;44111808;T squares
17-3011.02;Civil Drafters;Three-dimensional laser digitizers;43211711;Scanners
17-3011.02;Civil Drafters;Triangles;44111810;Triangles
17-3011.02;Civil Drafters;Wide-format document scanners;43211711;Scanners
17-3012.01;Electronic Drafters;Desktop computers;43211507;Desktop computers
17-3012.01;Electronic Drafters;Drafting machines;44111812;Drafting kits or sets
17-3012.01;Electronic Drafters;Personal computers;43211508;Personal computers
17-3012.02;Electrical Drafters;Compasses;44111803;Compasses
17-3012.02;Electrical Drafters;Desktop computers;43211507;Desktop computers
17-3012.02;Electrical Drafters;Dividers;44111803;Compasses
17-3012.02;Electrical Drafters;Drafting curves;44111805;Curves
17-3012.02;Electrical Drafters;Drafting machines;44111812;Drafting kits or sets
17-3012.02;Electrical Drafters;Drafting triangles;44111810;Triangles
17-3012.02;Electrical Drafters;Personal computers;43211508;Personal computers
17-3012.02;Electrical Drafters;Protractors;44111806;Protractors
17-3012.02;Electrical Drafters;Steel rules;41111604;Rulers
17-3012.02;Electrical Drafters;T-squares;44111808;T squares
17-3013.00;Mechanical Drafters;Architects' scales;44111807;Scales
17-3013.00;Mechanical Drafters;Backlit digitizers;43211711;Scanners
17-3013.00;Mechanical Drafters;Compasses;44111803;Compasses
17-3013.00;Mechanical Drafters;Computer aided design CAD multi-unit display graphics cards;43201401;Graphics or video accelerator cards
17-3013.00;Mechanical Drafters;Cutting plotters;43212107;Plotter printers
17-3013.00;Mechanical Drafters;Desktop computers;43211507;Desktop computers
17-3013.00;Mechanical Drafters;Electronic scales;44111807;Scales
17-3013.00;Mechanical Drafters;Estimating keypads;43211713;Touch pads
17-3013.00;Mechanical Drafters;Flexible curves;44111805;Curves
17-3013.00;Mechanical Drafters;French curves;44111805;Curves
17-3013.00;Mechanical Drafters;Graphics tablets;43211509;Tablet computers
17-3013.00;Mechanical Drafters;Handheld calculators;44101807;Pocket calculator
17-3013.00;Mechanical Drafters;Large-format digitizers;43211711;Scanners
17-3013.00;Mechanical Drafters;Notebook computers;43211503;Notebook computers
17-3013.00;Mechanical Drafters;Plotters;43212107;Plotter printers
17-3013.00;Mechanical Drafters;Print servers;43201537;Print servers
17-3013.00;Mechanical Drafters;Protractors;44111806;Protractors
17-3013.00;Mechanical Drafters;Sonic digitizers;43211711;Scanners
17-3013.00;Mechanical Drafters;T-squares;44111808;T squares
17-3013.00;Mechanical Drafters;Three-dimensional laser digitizers;43211711;Scanners
17-3013.00;Mechanical Drafters;Three-dimensional motion controllers;43211708;Computer mouse or trackballs
17-3013.00;Mechanical Drafters;Triangles;44111810;Triangles
17-3013.00;Mechanical Drafters;Wide-format document scanners;43211711;Scanners
17-3021.00;Aerospace Engineering and Operations Technicians;Accelerometer sensors;41111921;Speed sensors
17-3021.00;Aerospace Engineering and Operations Technicians;Accelerometers;41113639;Accelerometers
17-3021.00;Aerospace Engineering and Operations Technicians;Adjustable wrenches;27111707;Adjustable wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Air drills;27131505;Pneumatic drill
17-3021.00;Aerospace Engineering and Operations Technicians;Air-supplying respirators;46182002;Respirators
17-3021.00;Aerospace Engineering and Operations Technicians;Aligning punches;27111505;Punches or nail sets or drifts
17-3021.00;Aerospace Engineering and Operations Technicians;Alignment squares;27111803;Squares
17-3021.00;Aerospace Engineering and Operations Technicians;Allen wrenches;27111710;Hex keys
17-3021.00;Aerospace Engineering and Operations Technicians;Annealing ovens;41104509;Vacuum ovens
17-3021.00;Aerospace Engineering and Operations Technicians;Aviation snips;27111507;Metal cutters
17-3021.00;Aerospace Engineering and Operations Technicians;Ball peen hammers;27111616;Ball peen hammer
17-3021.00;Aerospace Engineering and Operations Technicians;Bench vises;27112102;Bench vises
17-3021.00;Aerospace Engineering and Operations Technicians;Bleeder wrenches;27111714;Specialty wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Body harnesses;46182306;Safety harnesses or belts
17-3021.00;Aerospace Engineering and Operations Technicians;Bore gauges;41111647;Hole gauge
17-3021.00;Aerospace Engineering and Operations Technicians;Borescopes;41111716;Borescope inspection equipment
17-3021.00;Aerospace Engineering and Operations Technicians;Bottoming taps;23241615;Taps
17-3021.00;Aerospace Engineering and Operations Technicians;Box end wrenches;27111705;Box end wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Brazing equipment;23271821;Welder torch
17-3021.00;Aerospace Engineering and Operations Technicians;Brazing hearths;23271821;Welder torch
17-3021.00;Aerospace Engineering and Operations Technicians;Bubble emission inspection equipment;41111809;Leak testing equipment
17-3021.00;Aerospace Engineering and Operations Technicians;Center punches;27111505;Punches or nail sets or drifts
17-3021.00;Aerospace Engineering and Operations Technicians;Combination wrenches;27111713;Combination wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Computer numerical controlled CNC milling machines;23242506;Traveling column milling machine
17-3021.00;Aerospace Engineering and Operations Technicians;Computerized numerical control CNC lathes;23242303;Horizontal turning center
17-3021.00;Aerospace Engineering and Operations Technicians;Coordinate measuring machines CMM;41111920;Coordinate measuring machines CMM
17-3021.00;Aerospace Engineering and Operations Technicians;Countersinks;27112812;Countersinks
17-3021.00;Aerospace Engineering and Operations Technicians;Depth gauges;41112401;Depth gauges
17-3021.00;Aerospace Engineering and Operations Technicians;Depth micrometers;41111601;Micrometers
17-3021.00;Aerospace Engineering and Operations Technicians;Dial calipers;41111621;Calipers
17-3021.00;Aerospace Engineering and Operations Technicians;Digital calipers;41111621;Calipers
17-3021.00;Aerospace Engineering and Operations Technicians;Digital force gauges;41114602;Compression testers
17-3021.00;Aerospace Engineering and Operations Technicians;Digital height gauges;41111614;Height gauges
17-3021.00;Aerospace Engineering and Operations Technicians;Digital torque wrenches;27111715;Torque wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Dividers;44111803;Compasses
17-3021.00;Aerospace Engineering and Operations Technicians;Drill presses;23241801;Drill press or radial drill
17-3021.00;Aerospace Engineering and Operations Technicians;Drive punches;27111505;Punches or nail sets or drifts
17-3021.00;Aerospace Engineering and Operations Technicians;Dye penetrant inspection equipment;41111802;Liquid penetrant examination equipment
17-3021.00;Aerospace Engineering and Operations Technicians;Eddy current inspection equipment;41111801;Eddy current examination equipment
17-3021.00;Aerospace Engineering and Operations Technicians;Electronic torque testers;41111934;Force or torque sensors
17-3021.00;Aerospace Engineering and Operations Technicians;Fire extinguishers;46191601;Fire extinguishers
17-3021.00;Aerospace Engineering and Operations Technicians;Flat files;27111929;Flat hand file
17-3021.00;Aerospace Engineering and Operations Technicians;Flat head screwdrivers;27111701;Screwdrivers
17-3021.00;Aerospace Engineering and Operations Technicians;Flow meters;41112501;Flowmeters
17-3021.00;Aerospace Engineering and Operations Technicians;Fluorescent penetrant inspection equipment;41111803;Magnetic particle examination equipment
17-3021.00;Aerospace Engineering and Operations Technicians;Force transducers;41111934;Force or torque sensors
17-3021.00;Aerospace Engineering and Operations Technicians;Forklifts;24101603;Forklifts
17-3021.00;Aerospace Engineering and Operations Technicians;Gamma ray testing equipment;41111807;IR 192 radiography examination equipment
17-3021.00;Aerospace Engineering and Operations Technicians;Gantry mills;23242504;Gantry milling machine
17-3021.00;Aerospace Engineering and Operations Technicians;Gas arc welding equipment;23271707;Gas welding or brazing or cutting apparatus
17-3021.00;Aerospace Engineering and Operations Technicians;Gauge blocks;41111618;Gage block set
17-3021.00;Aerospace Engineering and Operations Technicians;Go/no-go gauges;41111619;Go or no go gauge
17-3021.00;Aerospace Engineering and Operations Technicians;Gyroscopes;41111918;Gyroscopic instruments
17-3021.00;Aerospace Engineering and Operations Technicians;Hacksaws;27111559;Hacksaw
17-3021.00;Aerospace Engineering and Operations Technicians;Half-round files;27111931;Half round file
17-3021.00;Aerospace Engineering and Operations Technicians;Hand snips;27111519;Tinners snips
17-3021.00;Aerospace Engineering and Operations Technicians;Hook spanner wrenches;27111726;Spanner wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Hydrasets;24101610;Manipulators
17-3021.00;Aerospace Engineering and Operations Technicians;Impact hammers;41116401;Impact hammers
17-3021.00;Aerospace Engineering and Operations Technicians;Infrared inspection equipment;41115321;Infrared imagers
17-3021.00;Aerospace Engineering and Operations Technicians;Knife files;27111943;Farmers own file
17-3021.00;Aerospace Engineering and Operations Technicians;Lasers;41115307;Lasers
17-3021.00;Aerospace Engineering and Operations Technicians;Layout compasses;44111803;Compasses
17-3021.00;Aerospace Engineering and Operations Technicians;Magnetic particle inspection equipment;41111803;Magnetic particle examination equipment
17-3021.00;Aerospace Engineering and Operations Technicians;Mallets;27111601;Mallets
17-3021.00;Aerospace Engineering and Operations Technicians;Mass spectrometers;41115404;Mass spectrometers
17-3021.00;Aerospace Engineering and Operations Technicians;Micrometers;41111601;Micrometers
17-3021.00;Aerospace Engineering and Operations Technicians;Mill files;27111940;Mill saw file
17-3021.00;Aerospace Engineering and Operations Technicians;Multi-axis mills;23242505;Profiling and duplicating milling machine
17-3021.00;Aerospace Engineering and Operations Technicians;Offset screwdrivers;27111767;Offset screw driver
17-3021.00;Aerospace Engineering and Operations Technicians;Open end wrenches;27111706;Open end wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Overhead cranes;24101620;Track cranes
17-3021.00;Aerospace Engineering and Operations Technicians;Paint booths;23153501;Paint application system
17-3021.00;Aerospace Engineering and Operations Technicians;Personal computers;43211508;Personal computers
17-3021.00;Aerospace Engineering and Operations Technicians;Pin punches;27111505;Punches or nail sets or drifts
17-3021.00;Aerospace Engineering and Operations Technicians;Planer gauges;41111614;Height gauges
17-3021.00;Aerospace Engineering and Operations Technicians;Plug gauges;41111619;Go or no go gauge
17-3021.00;Aerospace Engineering and Operations Technicians;Plug taps;23241615;Taps
17-3021.00;Aerospace Engineering and Operations Technicians;Power screwdrivers;27112710;Power screwguns
17-3021.00;Aerospace Engineering and Operations Technicians;Precision files;27111944;Precision file
17-3021.00;Aerospace Engineering and Operations Technicians;Pressure gauges;41112403;Pressure indicators
17-3021.00;Aerospace Engineering and Operations Technicians;Prick punches;27111505;Punches or nail sets or drifts
17-3021.00;Aerospace Engineering and Operations Technicians;Protractors;44111806;Protractors
17-3021.00;Aerospace Engineering and Operations Technicians;Purifying respirators;46182002;Respirators
17-3021.00;Aerospace Engineering and Operations Technicians;Pyrotechnic initiators;12131704;Explosive initiators
17-3021.00;Aerospace Engineering and Operations Technicians;Reed and Prince screwdrivers;27111701;Screwdrivers
17-3021.00;Aerospace Engineering and Operations Technicians;Riveting tools;27112402;Rivet tools
17-3021.00;Aerospace Engineering and Operations Technicians;Round files;27111930;Round file
17-3021.00;Aerospace Engineering and Operations Technicians;Safety goggles;46181804;Goggles
17-3021.00;Aerospace Engineering and Operations Technicians;Safety lanyards;46182302;Fall protection lanyard
17-3021.00;Aerospace Engineering and Operations Technicians;Safety wire pliers;27112160;Wire twister
17-3021.00;Aerospace Engineering and Operations Technicians;Scaffolding;30191502;Scaffolding
17-3021.00;Aerospace Engineering and Operations Technicians;Scribers;27112303;Scribers
17-3021.00;Aerospace Engineering and Operations Technicians;Shakers;41114624;Vibration testers
17-3021.00;Aerospace Engineering and Operations Technicians;Shielded arc welding tools;23271409;Shielded metal arc welding or stick welding machine
17-3021.00;Aerospace Engineering and Operations Technicians;Shot peening equipment;23101518;Shot peen machine
17-3021.00;Aerospace Engineering and Operations Technicians;Skin mills;23242505;Profiling and duplicating milling machine
17-3021.00;Aerospace Engineering and Operations Technicians;Small hole gauges;41111647;Hole gauge
17-3021.00;Aerospace Engineering and Operations Technicians;Snap gauges;41111623;Thickness measuring devices
17-3021.00;Aerospace Engineering and Operations Technicians;Socket wrenches;27111704;Sockets
17-3021.00;Aerospace Engineering and Operations Technicians;Soft face hammers;27111602;Hammers
17-3021.00;Aerospace Engineering and Operations Technicians;Soldering irons;23271603;Soldering iron
17-3021.00;Aerospace Engineering and Operations Technicians;Split dies;27112810;Thread repair kits
17-3021.00;Aerospace Engineering and Operations Technicians;Spring calipers;41111621;Calipers
17-3021.00;Aerospace Engineering and Operations Technicians;Steel rules;41111604;Rulers
17-3021.00;Aerospace Engineering and Operations Technicians;Straight chisels;27111901;Cold chisels
17-3021.00;Aerospace Engineering and Operations Technicians;Straightedges;27111807;Straight edges
17-3021.00;Aerospace Engineering and Operations Technicians;Strain gauge balances;41111605;Strain gauges
17-3021.00;Aerospace Engineering and Operations Technicians;Taper taps;23241615;Taps
17-3021.00;Aerospace Engineering and Operations Technicians;Telescopes;41111715;Telescopes
17-3021.00;Aerospace Engineering and Operations Technicians;Telescoping gauges;41111646;Telescoping gauge
17-3021.00;Aerospace Engineering and Operations Technicians;Terminal computers;43211510;Mainframe console or dumb terminals
